"","name","type","geometry"
"1101","Bar: Holzmarkt25","nightlife",c(13.426733, 52.5114976)
"1102","Bar: Beach Zone Lichtenberg","nightlife",c(13.4766342, 52.5305765)
"1103","Bar: KollektivBar ES","nightlife",c(13.4335474, 52.4901195)
"1104","Bar: Double X","nightlife",c(13.2888965, 52.5885571)
"1105","Bar: Aladin Shisha Lounge","nightlife",c(13.280794, 52.5855595)
"1106","Bar: Brother‘s","nightlife",c(13.4576903, 52.5114842)
"1107","Bar: Delikiz","nightlife",c(13.3785934, 52.5674556)
"1108","Bar: Meine Bar Ici","nightlife",c(13.3974755, 52.5272149)
"1109","Bar: Spielpass Bierbar","nightlife",c(13.5925937, 52.5462512)
"1110","Bar: Enoteca Bertelli","nightlife",c(13.4108883, 52.539388)
"1111","Bar: Heine","nightlife",c(13.3429665, 52.5324846)
"1112","Bar: Mister Hu","nightlife",c(13.4092231, 52.3870548)
"1113","Bar: Lust Bar","nightlife",c(13.388203, 52.5275166)
"1114","Bar: Prinzipal Bar","nightlife",c(13.419712, 52.5010099)
"1115","Bar: 203 Bar im Fernsehturm","nightlife",c(13.4093633, 52.5208599)
"1116","Bar: Botanical Affairs - Gin&Tonic Bar & Shop","nightlife",c(13.4047968, 52.529821)
"1117","Bar: Journey into the Night","nightlife",c(13.3201913, 52.5051762)
"1118","Bar: Kupferkanne","nightlife",c(13.363058, 52.4957793)
"1119","Bar: 12 Grad Aetherloge","nightlife",c(13.459003, 52.5150497)
"1120","Bar: Balcone Lounge","nightlife",c(13.4117261, 52.4888108)
"1121","Bar: The Castle Berlin","nightlife",c(13.3884173, 52.5315225)
"1122","Bar: Mikkeller Craft Beer Bar","nightlife",c(13.4038852, 52.5295324)
"1123","Bar: Miami","nightlife",c(13.3796923, 52.5526811)
"1124","Bar: STIL","nightlife",c(13.3296302, 52.5244953)
"1125","Bar: Die Bar Frohnau","nightlife",c(13.289006, 52.6315162)
"1126","Bar: Fantasy & Cocktail Bar","nightlife",c(13.5023589, 52.5106829)
"1127","Bar: Grand Bar","nightlife",c(13.3933348, 52.5250417)
"1128","Bar: Zum Schwalbenschwanz","nightlife",c(13.4990703, 52.5076346)
"1129","Bar: Morgen wird besser","nightlife",c(13.4998066, 52.5136741)
"1130","Bar: Donau 115","nightlife",c(13.4335435, 52.4835313)
"1131","Bar: Mini Lounge","nightlife",c(13.4685235, 52.5046012)
"1132","Bar: Carlotta Bar","nightlife",c(13.4659465, 52.5050754)
"1133","Bar: The Brit-Pub","nightlife",c(13.308675, 52.616503)
"1134","Bar: Crush XV","nightlife",c(13.4612726, 52.511267)
"1135","Bar: Z","nightlife",c(13.3485468, 52.5245508)
"1136","Bar: Oblomov","nightlife",c(13.4262039, 52.4900273)
"1137","Bar: Ju's Bar","nightlife",c(13.4249657, 52.499827)
"1138","Bar: Petueno","nightlife",c(13.3372463, 52.5005838)
"1139","Bar: Du Beast drinks & coffee","nightlife",c(13.4451507, 52.4824527)
"1140","Bar: Erdal’s Bierstube","nightlife",c(13.3806935, 52.4558486)
"1141","Bar: Noble Rot Weinbar","nightlife",c(13.4603278, 52.5093268)
"1142","Bar: Mandaloun","nightlife",c(13.3016351, 52.5091332)
"1143","Bar: Butterfly","nightlife",c(13.3016056, 52.5092524)
"1144","Bar: Barbie Deinhoffs","nightlife",c(13.4455886, 52.4990065)
"1145","Bar: Galatea Wine and Music Berlin","nightlife",c(13.4255004, 52.4899642)
"1146","Bar: Herr Lindemann","nightlife",c(13.4449997, 52.4737454)
"1147","Bar: Wollank Cocktails","nightlife",c(13.3933608, 52.5642974)
"1148","Bar: Holzmarkt Pampa","nightlife",c(13.4272163, 52.5110381)
"1149","Bar: Why Not Café","nightlife",c(13.3072553, 52.5258865)
"1150","Bar: LAFLAVA","nightlife",c(13.3937483, 52.5440345)
"1151","Bar: New Action","nightlife",c(13.3495286, 52.500205)
"1152","Bar: Oui Madame","nightlife",c(13.4096975, 52.52669)
"1153","Bar: Meins","nightlife",c(13.3408038, 52.4689948)
"1154","Bar: The Hat Bar","nightlife",c(13.3291618, 52.5050846)
"1155","Bar: Orania","nightlife",c(13.4168455, 52.5021104)
"1156","Bar: Tor Bar","nightlife",c(13.3934672, 52.528615)
"1157","Bar: Anna Hirsch Bar","nightlife",c(13.3886111, 52.5276115)
"1158","Bar: Angiyok","nightlife",c(13.4038867, 52.5210821)
"1159","Bar: Blacklist","nightlife",c(13.2942893, 52.5069868)
"1160","Bar: Bad Kreuzberg","nightlife",c(13.3977542, 52.4949504)
"1161","Bar: Charlies Bar","nightlife",c(13.3910291, 52.5047832)
"1162","Bar: BLO Kantine","nightlife",c(13.4834592, 52.5047247)
"1163","Bar: Zuckerzauber","nightlife",c(13.4663084, 52.5022839)
"1164","Bar: Antikriegscafé COOP","nightlife",c(13.4074446, 52.524109)
"1165","Bar: mokai","nightlife",c(13.2989681, 52.5064733)
"1166","Bar: Mr. Susan","nightlife",c(13.3956778, 52.5244238)
"1167","Bar: Biertempel","nightlife",c(13.5889064, 52.512949)
"1168","Bar: Café Istanbul","nightlife",c(13.3021157, 52.5062497)
"1169","Bar: Kosova Bar","nightlife",c(13.502728, 52.5090294)
"1170","Bar: Baraka","nightlife",c(13.3836801, 52.5546426)
"1171","Bar: Bar 131","nightlife",c(13.3864832, 52.5273167)
"1172","Bar: Bubbles - Lounge","nightlife",c(13.3447214, 52.5813027)
"1173","Bar: Hildegard Bar","nightlife",c(13.3368675, 52.5030662)
"1174","Bar: Chila Club","nightlife",c(13.474447, 52.5361832)
"1175","Bar: Rodi Bar","nightlife",c(13.4758049, 52.5365649)
"1176","Bar: Osse's Bar","nightlife",c(13.4330884, 52.5530098)
"1177","Bar: Rodi Bier Bar","nightlife",c(13.468831, 52.5351527)
"1178","Bar: Hannibal","nightlife",c(13.3524074, 52.484536)
"1179","Bar: Ruine Bar","nightlife",c(13.43175, 52.4687045)
"1180","Bar: Atlas","nightlife",c(13.4182949, 52.4939822)
"1181","Bar: Relax Lounge","nightlife",c(13.3693881, 52.5435155)
"1182","Bar: Bierladen","nightlife",c(13.3855384, 52.4896926)
"1183","Bar: Panorama","nightlife",c(13.3063961, 52.5006294)
"1184","Bar: Rio Cocktailbar","nightlife",c(13.4992297, 52.5613525)
"1185","Bar: SportsBar","nightlife",c(13.4811238, 52.5279824)
"1186","Bar: Black & White","nightlife",c(13.3812912, 52.5598913)
"1187","Bar: Gedeih & Verderb","nightlife",c(13.3836956, 52.5556094)
"1188","Bar: Femo-Cafe","nightlife",c(13.3796086, 52.5712437)
"1189","Bar: Bar in a Jar","nightlife",c(13.4206723, 52.4969291)
"1190","Bar: Galander Haifischbar","nightlife",c(13.389902, 52.4886008)
"1191","Bar: Compass Bar","nightlife",c(13.4713018, 52.5075103)
"1192","Bar: Times Bar","nightlife",c(13.327695, 52.505977)
"1193","Bar: 60Hz","nightlife",c(13.428229, 52.5010143)
"1194","Bar: MINI","nightlife",c(13.4158715, 52.4912393)
"1195","Bar: Fabelei","nightlife",c(13.3520538, 52.4935533)
"1196","Bar: Break Bar & Lounge","nightlife",c(13.57847, 52.4478812)
"1197","Bar: duke bar","nightlife",c(13.5769322, 52.447804)
"1198","Bar: [B]","nightlife",c(13.4721286, 52.5045098)
"1199","Bar: Restaurant Kleens Bar","nightlife",c(13.2914723, 52.5915845)
"1200","Bar: Malia Cocktail Bar","nightlife",c(13.4411487, 52.4731385)
"1201","Bar: Alhayba","nightlife",c(13.4412722, 52.4728261)
"1202","Bar: Power Play Sportsbar","nightlife",c(13.4412212, 52.4729587)
"1203","Bar: Café Kulis","nightlife",c(13.4409114, 52.4725676)
"1204","Bar: Onix","nightlife",c(13.441731, 52.4705194)
"1205","Bar: Bebeq Xalcatraz","nightlife",c(13.4397725, 52.4748329)
"1206","Bar: Loft14","nightlife",c(13.456994, 52.528203)
"1207","Bar: Transformator Frohnau","nightlife",c(13.308953, 52.6309488)
"1208","Bar: Zagga Bar","nightlife",c(13.3011443, 52.5066138)
"1209","Bar: Nara-Bar","nightlife",c(13.3315002, 52.5272926)
"1210","Bar: Keyta Lounge","nightlife",c(13.3318248, 52.5272698)
"1211","Bar: Café Paris","nightlife",c(13.4277632, 52.5006657)
"1212","Bar: RELAX","nightlife",c(13.3611748, 52.497753)
"1213","Bar: 260 Grad","nightlife",c(13.4425535, 52.5043994)
"1214","Bar: Fredericks","nightlife",c(13.3492218, 52.5504348)
"1215","Bar: As","nightlife",c(13.3292199, 52.5666162)
"1216","Bar: New-Pacha","nightlife",c(13.3215514, 52.4525855)
"1217","Bar: Xerima","nightlife",c(13.3258305, 52.4598169)
"1218","Bar: Café lila lounge","nightlife",c(13.3487718, 52.5244987)
"1219","Bar: Ali Baba Shisha Bar","nightlife",c(13.4890921, 52.4666752)
"1220","Bar: Sultan Bar","nightlife",c(13.4988484, 52.512029)
"1221","Bar: Space Meduza","nightlife",c(13.4392206, 52.5007117)
"1222","Bar: Migi Würsch","nightlife",c(13.4544826, 52.513744)
"1223","Bar: Solut","nightlife",c(13.3619442, 52.5513735)
"1224","Bar: Lamm Bar","nightlife",c(13.4150596, 52.5533912)
"1225","Bar: Zeder","nightlife",c(13.3730826, 52.561872)
"1226","Bar: Barbados","nightlife",c(13.3684952, 52.5488792)
"1227","Bar: M2","nightlife",c(13.3303068, 52.4286001)
"1228","Bar: Frobenstüb'l","nightlife",c(13.3350024, 52.4262893)
"1229","Bar: Bierbar am Park","nightlife",c(13.3496205, 52.5550643)
"1230","Bar: John & Tommy's","nightlife",c(13.3930407, 52.5055881)
"1231","Bar: Imperial","nightlife",c(13.3649752, 52.4934783)
"1232","Bar: Isotop","nightlife",c(13.3620801, 52.5014222)
"1233","Bar: PVIEW","nightlife",c(13.3416607, 52.447136)
"1234","Bar: Kollo","nightlife",c(13.3740815, 52.4879945)
"1235","Bar: Bar 51","nightlife",c(13.4326586, 52.4854205)
"1236","Bar: Kerim Bey","nightlife",c(13.363224, 52.4937676)
"1237","Bar: sicula bar","nightlife",c(13.4663989, 52.5127411)
"1238","Bar: Golden Turtle","nightlife",c(13.4349457, 52.4861422)
"1239","Bar: Trauma","nightlife",c(13.4904255, 52.4686388)
"1240","Bar: Bar14","nightlife",c(13.4150392, 52.5403684)
"1241","Bar: Bei Nikol","nightlife",c(13.4275378, 52.4812349)
"1242","Bar: Poison Bar","nightlife",c(13.4275975, 52.4810026)
"1243","Bar: be-mee","nightlife",c(13.3275063, 52.5046357)
"1244","Bar: Kalyan","nightlife",c(13.3272907, 52.5046856)
"1245","Bar: Die Kleine Philharmonie","nightlife",c(13.3301349, 52.4996857)
"1246","Bar: fruchtbar","nightlife",c(13.4325335, 52.5318263)
"1247","Bar: Drei Flaschen","nightlife",c(13.448483, 52.4732459)
"1248","Bar: Caribian Cocktail Bar","nightlife",c(13.4347694, 52.5372693)
"1249","Bar: Momente","nightlife",c(13.3365441, 52.4513559)
"1250","Bar: Fasan 47","nightlife",c(13.3266873, 52.4961228)
"1251","Bar: Baba","nightlife",c(13.4402339, 52.4673067)
"1252","Bar: House of Gin","nightlife",c(13.3386751, 52.5049526)
"1253","Bar: Mein Quartier","nightlife",c(13.4904715, 52.6385434)
"1254","Bar: Deriva Bar","nightlife",c(13.4277148, 52.4807437)
"1255","Bar: Eva","nightlife",c(13.3795539, 52.5513557)
"1256","Bar: Geist im Glas","nightlife",c(13.4257334, 52.4901983)
"1257","Bar: Ossis","nightlife",c(13.4403864, 52.5428964)
"1258","Bar: Ariya Loungebar","nightlife",c(13.4409525, 52.5434113)
"1259","Bar: Mon Chér","nightlife",c(13.3847383, 52.4851299)
"1260","Bar: Jana's Coffee Lounge","nightlife",c(13.4232769, 52.4758068)
"1261","Bar: Noka Korea Karaoke","nightlife",c(13.3653417, 52.5500151)
"1262","Bar: Adrijan Smoking Lounge","nightlife",c(13.4539575, 52.5172778)
"1263","Bar: TV","nightlife",c(13.3614235, 52.4954831)
"1264","Bar: Hollypipe","nightlife",c(13.4422422, 52.4740339)
"1265","Bar: Soda Lounge","nightlife",c(13.2946875, 52.4963507)
"1266","Bar: Coppi Cabana","nightlife",c(13.4823198, 52.5081879)
"1267","Bar: Le coq baroque","nightlife",c(13.4150474, 52.4938405)
"1268","Bar: Schnabels Klause","nightlife",c(13.4552477, 52.4342671)
"1269","Bar: Café Bar 09","nightlife",c(13.364636, 52.5514194)
"1270","Bar: Zur glücklichen Auster","nightlife",c(13.4179104, 52.4934978)
"1271","Bar: Liquid","nightlife",c(13.3452196, 52.5540198)
"1272","Bar: Black & Gold Bar","nightlife",c(13.3438528, 52.5548222)
"1273","Bar: Lucky Seven","nightlife",c(13.3439452, 52.5555379)
"1274","Bar: Happy Sportsbar","nightlife",c(13.3433676, 52.5555989)
"1275","Bar: Palme","nightlife",c(13.3442379, 52.5551046)
"1276","Bar: Milano","nightlife",c(13.3442788, 52.5550787)
"1277","Bar: Helina","nightlife",c(13.3443219, 52.5550522)
"1278","Bar: Schneeeule","nightlife",c(13.3442728, 52.5553676)
"1279","Bar: Salut Loungebar","nightlife",c(13.329019, 52.4745119)
"1280","Bar: Almi Su","nightlife",c(13.3472911, 52.5528672)
"1281","Bar: Sweet Monkey Bar","nightlife",c(13.344949, 52.4787098)
"1282","Bar: Drehmoment","nightlife",c(13.3445488, 52.5555417)
"1283","Bar: Bar26","nightlife",c(13.3320243, 52.595447)
"1284","Bar: Barracuda","nightlife",c(13.5172004, 52.5670655)
"1285","Bar: Cafe Lion","nightlife",c(13.3721193, 52.5562012)
"1286","Bar: El Bardoni Bar","nightlife",c(13.3721705, 52.5552597)
"1287","Bar: Zum Frosch Sports Bar","nightlife",c(13.3883369, 52.4991462)
"1288","Bar: Lucky's Bier Bar","nightlife",c(13.4228433, 52.5389849)
"1289","Bar: Weser 58","nightlife",c(13.4414747, 52.4829109)
"1290","Bar: interkosmos","nightlife",c(13.4983885, 52.5140772)
"1291","Bar: Fantasy","nightlife",c(13.4274656, 52.465815)
"1292","Bar: Samata","nightlife",c(13.3862218, 52.5591103)
"1293","Bar: Cafe Bar Sondurak 1435","nightlife",c(13.4297188, 52.4662955)
"1294","Bar: Cafe Lounge","nightlife",c(13.4509287, 52.4720839)
"1295","Bar: Art Stalker","nightlife",c(13.3021631, 52.509259)
"1296","Bar: the Neighbourhood","nightlife",c(13.3797278, 52.4929029)
"1297","Bar: Xelor Jazz Bar","nightlife",c(13.4483482, 52.4693237)
"1298","Bar: Cafe Bar","nightlife",c(13.3608723, 52.5710296)
"1299","Bar: Cafè Time E.K.","nightlife",c(13.3614148, 52.5686911)
"1300","Bar: Remem Bar","nightlife",c(13.348212, 52.481422)
"1301","Bar: Black Rose","nightlife",c(13.3490544, 52.4819584)
"1302","Bar: Pool-Inn","nightlife",c(13.4964519, 52.5047476)
"1303","Bar: Bar 18","nightlife",c(13.4387227, 52.4814991)
"1304","Bar: Bar solut","nightlife",c(13.3347652, 52.5604743)
"1305","Bar: Kings Pub","nightlife",c(13.1970751, 52.518025)
"1306","Bar: Code Red","nightlife",c(13.5115204, 52.457804)
"1307","Bar: Pasham Musiccafé","nightlife",c(13.3504964, 52.4806403)
"1308","Bar: Chill Lounge","nightlife",c(13.5667615, 52.5698427)
"1309","Bar: Billiard Sportsbar","nightlife",c(13.5677829, 52.570103)
"1310","Bar: BMC Lounge","nightlife",c(13.5694808, 52.571066)
"1311","Bar: Manyo Bar","nightlife",c(13.4456817, 52.4920514)
"1312","Bar: Manzana","nightlife",c(13.3711948, 52.5584214)
"1313","Bar: M.ali Bu Cafe Bar","nightlife",c(13.1686912, 52.5176638)
"1314","Bar: Savlatore Pulvermacher","nightlife",c(13.4095171, 52.5470259)
"1315","Bar: Spinnerbrücke","nightlife",c(13.1910695439044, 52.4333120505189)
"1316","Bar: Misfit","nightlife",c(13.4169963035535, 52.5029948716141)
"1317","Bar: Zum Franziskaner","nightlife",c(13.4169625781678, 52.5013026294848)
"1318","Bar: blackland","nightlife",c(13.4360647726113, 52.539547897238)
"1319","Bar: Zur Insel","nightlife",c(13.3615206708298, 52.4119012175032)
"1320","Bar: Zur Traube","nightlife",c(13.1974389314113, 52.5229817291112)
"1321","Bar: Hasenstall","nightlife",c(13.3769151116769, 52.463529881369)
"1322","Bar: Schönwetter","nightlife",c(13.4027390643178, 52.5409407475288)
"1323","Bar: Fosca","nightlife",c(13.5046972507039, 52.4446504860025)
"1324","Bar: Alte Liebe Tempelhof","nightlife",c(13.3873159334222, 52.4552925567237)
"1325","Bar: Pankow Treff","nightlife",c(13.4118983219411, 52.5659907501881)
"1326","Bar: Amano Dachterrasse","nightlife",c(13.4028703419586, 52.5282531662644)
"1327","Bar: BDSM Lounge","nightlife",c(13.4436570967004, 52.4724471458312)
"1328","Bar: Frieda Hagen","nightlife",c(13.6226424356623, 52.4562162334229)
"1329","Bar: Generator Bar","nightlife",c(13.455172208877, 52.5298610779996)
"1330","Bar: Bierhof Rüdersdorf","nightlife",c(13.4426630108873, 52.5113786715554)
"1331","Bar: Cocktail Oase Eck","nightlife",c(13.5908885463321, 52.5374410063642)
"1332","Bar: Zosse","nightlife",c(13.4436392706377, 52.4749466291314)
"1333","Pub: Deichgraf","nightlife",c(13.3521465, 52.5398463)
"1334","Pub: Grüne Oase","nightlife",c(13.3452267, 52.5485047)
"1335","Pub: ZobelKlix","nightlife",c(13.3101301, 52.5698075)
"1336","Pub: Eichborneck","nightlife",c(13.3134197, 52.5712131)
"1337","Pub: Braufactum","nightlife",c(13.4109696, 52.5235991)
"1338","Pub: Sportler-Eck","nightlife",c(13.302578, 52.5840688)
"1339","Pub: Zum feuchten Grafen","nightlife",c(13.3138632, 52.5699596)
"1340","Pub: Old Sloth","nightlife",c(13.3158208, 52.5708788)
"1341","Pub: ChillOut Bar","nightlife",c(13.3170085, 52.5688285)
"1342","Pub: Bären-Eck","nightlife",c(13.3221149, 52.5700374)
"1343","Pub: Grenzeck","nightlife",c(13.1421398, 52.5342924)
"1344","Pub: Gerd's Dorfkrug","nightlife",c(13.367889, 52.5682701)
"1345","Pub: Amende Klause","nightlife",c(13.3688408, 52.5684647)
"1346","Pub: Potter's Inn","nightlife",c(13.3303066, 52.5754322)
"1347","Pub: The Tipperary","nightlife",c(13.3566864, 52.5431648)
"1348","Pub: ROJ Musik Bar","nightlife",c(13.3265108, 52.5642761)
"1349","Pub: Café Egal und Radlstation","nightlife",c(13.3007288, 52.5235968)
"1350","Pub: Märkische Bierstuben","nightlife",c(13.3330486, 52.5965582)
"1351","Pub: Dorfkrug","nightlife",c(13.3048085, 52.5726395)
"1352","Pub: Kastanienwäldchen","nightlife",c(13.3644914, 52.5640793)
"1353","Pub: Yard","nightlife",c(13.4200871, 52.5355911)
"1354","Pub: c-base","nightlife",c(13.4201313, 52.5129735)
"1355","Pub: Enddorn","nightlife",c(13.4162759, 52.5334428)
"1356","Pub: Studentenclub Schlauch","nightlife",c(13.4769761, 52.5231963)
"1357","Pub: KlubHaus14","nightlife",c(13.2155914, 52.4286425)
"1358","Pub: Seequell","nightlife",c(13.3616898, 52.5550162)
"1359","Pub: Union Tanke","nightlife",c(13.5779548, 52.4594244)
"1360","Pub: Sportsbar Heinrich's","nightlife",c(13.339716, 52.4614742)
"1361","Pub: Geronimo","nightlife",c(13.4663943, 52.5058484)
"1362","Pub: Rockcafé Halford","nightlife",c(13.4617297, 52.512183)
"1363","Pub: Paule's Metal Eck","nightlife",c(13.4568209, 52.5106855)
"1364","Pub: Salamas Bar","nightlife",c(13.4596231, 52.5143396)
"1365","Pub: Lolly-Pub","nightlife",c(13.4656186, 52.5179397)
"1366","Pub: Feuermelder","nightlife",c(13.4603525, 52.510094)
"1367","Pub: Zimt & Zunder","nightlife",c(13.4613046, 52.5111838)
"1368","Pub: Spandauer Bock","nightlife",c(13.2031388, 52.5378459)
"1369","Pub: Herbert's","nightlife",c(13.4563756, 52.5485033)
"1370","Pub: Bei Schlawinchen","nightlife",c(13.4217007, 52.4927208)
"1371","Pub: Kiez-Kneipe II","nightlife",c(13.4602777, 52.500227)
"1372","Pub: Dicke Wirtin","nightlife",c(13.3234849, 52.5065269)
"1373","Pub: Laika","nightlife",c(13.4380596, 52.4692776)
"1374","Pub: Lenau-Stuben","nightlife",c(13.426145, 52.4902359)
"1375","Pub: Mama","nightlife",c(13.4261189, 52.4905139)
"1376","Pub: loge.","nightlife",c(13.4660501, 52.5136836)
"1377","Pub: K9","nightlife",c(13.4666469, 52.5136974)
"1378","Pub: Meiner's","nightlife",c(13.3331997, 52.5780418)
"1379","Pub: Gaststätte Tunnel-Eck","nightlife",c(13.281752, 52.5287997)
"1380","Pub: Bar im Wasserturm","nightlife",c(13.4887012, 52.5476473)
"1381","Pub: Budike","nightlife",c(13.4519782, 52.5251899)
"1382","Pub: Blaumilchkanal","nightlife",c(13.4043646, 52.5511652)
"1383","Pub: The Lir","nightlife",c(13.3443367, 52.5202205)
"1384","Pub: Prassnik","nightlife",c(13.408163, 52.5292596)
"1385","Pub: Cafe Logo","nightlife",c(13.400091, 52.4945949)
"1386","Pub: Zum Kegel","nightlife",c(13.2879509, 52.5889737)
"1387","Pub: Pony-Saloon","nightlife",c(13.4197294, 52.4916417)
"1388","Pub: CAFE 63","nightlife",c(13.4801013, 52.527485)
"1389","Pub: Eberty Treff","nightlife",c(13.4518343, 52.5260175)
"1390","Pub: Drittes Ohr","nightlife",c(13.4529113, 52.5219305)
"1391","Pub: Sophieneck","nightlife",c(13.398569, 52.5263978)
"1392","Pub: Zum Leibarzt","nightlife",c(13.4488396, 52.5288311)
"1393","Pub: Zum Friedrichshainer","nightlife",c(13.4474575, 52.5254904)
"1394","Pub: Uli's Bar","nightlife",c(13.3637108, 52.4143006)
"1395","Pub: Perlin","nightlife",c(13.4050034, 52.5359066)
"1396","Pub: Weinerei Forum","nightlife",c(13.402655, 52.533631)
"1397","Pub: Böse Buben Bar","nightlife",c(13.3838875, 52.5223201)
"1398","Pub: Daffke","nightlife",c(13.4212617, 52.476861)
"1399","Pub: Ick koof mir Dave Lombardo, wenn ick reich bin","nightlife",c(13.4035776, 52.5338484)
"1400","Pub: FC Magnet Bar","nightlife",c(13.3999802, 52.5329814)
"1401","Pub: Schwarze Pumpe","nightlife",c(13.4061676, 52.5325107)
"1402","Pub: Lass uns Freunde bleiben","nightlife",c(13.4072137, 52.5330606)
"1403","Pub: Die Berliner Republik","nightlife",c(13.3856815, 52.5213573)
"1404","Pub: Sohnemann","nightlife",c(13.4595488, 52.5142681)
"1405","Pub: Pk Bar","nightlife",c(13.4604415, 52.5136056)
"1406","Pub: Krass böser Wolf","nightlife",c(13.4644854, 52.49767)
"1407","Pub: Die Wampe","nightlife",c(13.2034541, 52.5422626)
"1408","Pub: Havanna Bar","nightlife",c(13.5257159, 52.4816878)
"1409","Pub: Cafe Charlies Bar","nightlife",c(13.294731, 52.4429424)
"1410","Pub: BFC Dynamo Vereinsheim","nightlife",c(13.4788778, 52.5401363)
"1411","Pub: Queen's Pub","nightlife",c(13.3483161, 52.4821064)
"1412","Pub: Berliner Bürgerstuben","nightlife",c(13.4201639, 52.545834)
"1413","Pub: Lange Nacht","nightlife",c(13.42333, 52.4788003)
"1414","Pub: Thomas-Eck","nightlife",c(13.3092361, 52.5079886)
"1415","Pub: Glühlampe","nightlife",c(13.4538112, 52.5038936)
"1416","Pub: Weil","nightlife",c(13.2817, 52.589565)
"1417","Pub: AbsetzBar","nightlife",c(13.3155497, 52.5030209)
"1418","Pub: Treffpunkt Berlin","nightlife",c(13.38812, 52.5179169)
"1419","Pub: Kornkammer","nightlife",c(13.5584901, 52.546549)
"1420","Pub: Sieben","nightlife",c(13.4670107, 52.5053446)
"1421","Pub: Tonart","nightlife",c(13.4669576, 52.5054451)
"1422","Pub: Dachkammer","nightlife",c(13.4570096, 52.5111267)
"1423","Pub: Bandito Rosso","nightlife",c(13.4072585, 52.5308391)
"1424","Pub: Laternen-Klause","nightlife",c(13.5780504, 52.4975967)
"1425","Pub: GriGri","nightlife",c(13.4334226, 52.4925767)
"1426","Pub: Dunmore Cave","nightlife",c(13.4348394, 52.4911967)
"1427","Pub: Weiße Taube","nightlife",c(13.4296989, 52.4979413)
"1428","Pub: Wiener Blut","nightlife",c(13.4287491, 52.4983003)
"1429","Pub: Madonna Bar","nightlife",c(13.4315708, 52.4973116)
"1430","Pub: Zum Schinken","nightlife",c(13.3576396, 52.5457487)
"1431","Pub: Kaulsdorfer Stübl","nightlife",c(13.5887804, 52.5122666)
"1432","Pub: Bräugier","nightlife",c(13.423826, 52.5421782)
"1433","Pub: Gottlob","nightlife",c(13.3535101, 52.4893968)
"1434","Pub: Robbys Calypso Bar","nightlife",c(13.361793, 52.4882259)
"1435","Pub: Suzi","nightlife",c(13.497876, 52.5120794)
"1436","Pub: Stadtteilladen Zielona Góra","nightlife",c(13.4595298, 52.5114491)
"1437","Pub: Irish Harp Pub","nightlife",c(13.3105132, 52.5018681)
"1438","Pub: Abstand","nightlife",c(13.4641926, 52.5166542)
"1439","Pub: ZGK","nightlife",c(13.4641154, 52.5128122)
"1440","Pub: Supamolly","nightlife",c(13.4713447, 52.5104475)
"1441","Pub: Bar Carlitos","nightlife",c(13.3048844, 52.5021364)
"1442","Pub: Zum Anker","nightlife",c(13.3023326, 52.5211937)
"1443","Pub: Zum Dorfkrug","nightlife",c(13.3140196, 52.5183071)
"1444","Pub: Heinzelmännchen","nightlife",c(13.4891438, 52.5029837)
"1445","Pub: Café Oase","nightlife",c(13.4076726, 52.5217956)
"1446","Pub: Eck-Kneipe","nightlife",c(13.4249879, 52.5019471)
"1447","Pub: Victoria Celtic Pub","nightlife",c(13.2025744, 52.5385236)
"1448","Pub: Bäreneck","nightlife",c(13.4250031, 52.4801589)
"1449","Pub: Gießkanne","nightlife",c(13.424959, 52.4803905)
"1450","Pub: Alter Roter Löwe Rein","nightlife",c(13.4433589, 52.4756695)
"1451","Pub: Kaktus reloaded","nightlife",c(13.449837, 52.4766295)
"1452","Pub: Stübchen am Hafen","nightlife",c(13.383724, 52.4554252)
"1453","Pub: Saitensprung","nightlife",c(13.3848022, 52.4494006)
"1454","Pub: Bier Stübl","nightlife",c(13.3856448, 52.4449497)
"1455","Pub: Zum Alten Krug","nightlife",c(13.4373029, 52.4636156)
"1456","Pub: Neuköllner Gasthaus","nightlife",c(13.4317552, 52.4662556)
"1457","Pub: Zur Spitze","nightlife",c(13.4421358, 52.4659125)
"1458","Pub: Spandauer Altstadttreff","nightlife",c(13.2042742, 52.5359362)
"1459","Pub: Zum Fäßchen","nightlife",c(13.4297555, 52.5524914)
"1460","Pub: Runde Ecke","nightlife",c(13.4378809, 52.4552669)
"1461","Pub: 7&7 Lounge","nightlife",c(13.437596, 52.4558292)
"1462","Pub: Palm Lounge","nightlife",c(13.4382958, 52.4527537)
"1463","Pub: Adam's Eck","nightlife",c(13.3943909, 52.4656796)
"1464","Pub: Britzer Klatsche","nightlife",c(13.4349304, 52.4619661)
"1465","Pub: Marktbörse","nightlife",c(13.438116, 52.4666012)
"1466","Pub: Kalli & Co","nightlife",c(13.420014, 52.4651819)
"1467","Pub: plan B","nightlife",c(13.1927188, 52.5239924)
"1468","Pub: Billard Company Salon Treptow","nightlife",c(13.4513938, 52.4923165)
"1469","Pub: Prinzen-Eck","nightlife",c(13.4079291, 52.4997326)
"1470","Pub: Zum Gesundbrunner","nightlife",c(13.392939, 52.5451729)
"1471","Pub: Rudower Quelle","nightlife",c(13.4572187, 52.4423204)
"1472","Pub: Rock- und Wikingerbar","nightlife",c(13.4689703, 52.5185157)
"1473","Pub: Maxi 1","nightlife",c(13.4126366, 52.5612921)
"1474","Pub: Zum Krokodil","nightlife",c(13.432545, 52.4869935)
"1475","Pub: Zum Sonnenstübchen","nightlife",c(13.4799253, 52.4610264)
